userName,content,appVersion,content_clean,tokenized,filtered_tokens,stopwords_removed,stemmed_tokens,slang_replaced
Muhammad Yusuf,kacau ini sistem match nya,11.1.1.4,kacau ini sistem match nya,"['kacau', 'ini', 'sistem', 'match', 'nya']","['kacau', 'ini', 'sistem', 'match', 'nya']",['kacau'],"['kacau', 'ini', 'sistem', 'match', 'nya']","['kacau', 'ini', 'sistem', 'match', 'nya']"
cheppy firmansyah,makin nggak jelas nih...dpt report sengaja melakukan feeding seharusnya bisa di liat dari nilai yg di dpt kan oleh pemain sapa yg melakukan feeding.,11.1.1.4,makin nggak jelas nih...dpt report sengaja melakukan feeding seharusnya bisa di liat dari nilai yg di dpt kan oleh pemain sapa yg melakukan feeding.,"['makin', 'nggak', 'jelas', 'nih', '...', 'dpt', 'report', 'sengaja', 'melakukan', 'feeding', 'seharusnya', 'bisa', 'di', 'liat', 'dari', 'nilai', 'yg', 'di', 'dpt', 'kan', 'oleh', 'pemain', 'sapa', 'yg', 'melakukan', 'feeding', '.']","['makin', 'nggak', 'jelas', 'nih', 'dpt', 'report', 'sengaja', 'melakukan', 'feeding', 'seharusnya', 'bisa', 'di', 'liat', 'dari', 'nilai', 'yg', 'di', 'dpt', 'kan', 'oleh', 'pemain', 'sapa', 'yg', 'melakukan', 'feeding']","['makin', 'jelas', 'report', 'sengaja', 'laku', 'feeding', 'nilai', 'sapa', 'laku', 'feeding']","['makin', 'nggak', 'jelas', 'nih', 'dpt', 'report', 'sengaja', 'laku', 'feeding', 'harus', 'bisa', 'di', 'liat', 'dari', 'nilai', 'yg', 'di', 'dpt', 'kan', 'oleh', 'main', 'sapa', 'yg', 'laku', 'feeding']","['makin', 'tidak', 'jelas', 'nih', 'dapat', 'report', 'sengaja', 'laku', 'feeding', 'harus', 'bisa', 'di', 'liat', 'dari', 'nilai', 'yang', 'di', 'dapat', 'kan', 'oleh', 'main', 'sapa', 'yang', 'laku', 'feeding']"
Aneu Widia,"Saya sangat suka sama game ini , walaupun suka ada bug nya tetapi menurut saya game nya ini keren bgt, mohon maaf ya bug/nge lag tolong di perbaiki biar semua orang bisa main dengan senang hati, terima kasih sudah baca🥳🤭",11.1.1.4,"saya sangat suka sama game ini , walaupun suka ada bug nya tetapi menurut saya game nya ini keren bgt, mohon maaf ya bug/nge lag tolong di perbaiki biar semua orang bisa main dengan senang hati, terima kasih sudah baca🥳🤭","['saya', 'sangat', 'suka', 'sama', 'game', 'ini', ',', 'walaupun', 'suka', 'ada', 'bug', 'nya', 'tetapi', 'menurut', 'saya', 'game', 'nya', 'ini', 'keren', 'bgt', ',', 'mohon', 'maaf', 'ya', 'bug/nge', 'lag', 'tolong', 'di', 'perbaiki', 'biar', 'semua', 'orang', 'bisa', 'main', 'dengan', 'senang', 'hati', ',', 'terima', 'kasih', 'sudah', 'baca🥳🤭']","['saya', 'sangat', 'suka', 'sama', 'game', 'ini', 'walaupun', 'suka', 'ada', 'bug', 'nya', 'tetapi', 'menurut', 'saya', 'game', 'nya', 'ini', 'keren', 'bgt', 'mohon', 'maaf', 'ya', 'bugnge', 'lag', 'tolong', 'di', 'perbaiki', 'biar', 'semua', 'orang', 'bisa', 'main', 'dengan', 'senang', 'hati', 'terima', 'kasih', 'sudah', 'baca']","['suka', 'walaupun', 'suka', 'bug', 'tetapi', 'keren', 'banget', 'mohon', 'maaf', 'bugnge', 'lag', 'tolong', 'baik', 'biar', 'semua', 'senang', 'hati', 'terimakasih', 'sudah']","['saya', 'sangat', 'suka', 'sama', 'game', 'ini', 'walaupun', 'suka', 'ada', 'bug', 'nya', 'tetapi', 'turut', 'saya', 'game', 'nya', 'ini', 'keren', 'bgt', 'mohon', 'maaf', 'ya', 'bugnge', 'lag', 'tolong', 'di', 'baik', 'biar', 'semua', 'orang', 'bisa', 'main', 'dengan', 'senang', 'hati', 'terima', 'kasih', 'sudah', 'baca']","['aku', 'sangat', 'suka', 'sama', 'game', 'ini', 'walaupun', 'suka', 'ada', 'bug', 'nya', 'tetapi', 'turut', 'aku', 'game', 'nya', 'ini', 'keren', 'banget', 'mohon', 'maaf', 'ya', 'bugnge', 'lag', 'tolong', 'di', 'baik', 'biar', 'semua', 'orang', 'bisa', 'main', 'dengan', 'senang', 'hati', 'terimakasih', 'kasih', 'sudah', 'baca']"
Ardi Firansyah,kekurangan nya sering update jika tidak di mainkan,11.1.1.4,kekurangan nya sering update jika tidak di mainkan,"['kekurangan', 'nya', 'sering', 'update', 'jika', 'tidak', 'di', 'mainkan']","['kekurangan', 'nya', 'sering', 'update', 'jika', 'tidak', 'di', 'mainkan']","['kurang', 'update', 'jika']","['kurang', 'nya', 'sering', 'update', 'jika', 'tidak', 'di', 'main']","['kurang', 'nya', 'sering', 'update', 'jika', 'tidak', 'di', 'main']"
兰迪·努尔迪亚纳穆罕默德,"game terbaik dengan matchmaking terburuk, di kasih tim anomali mulu ,udah setahun kayak gini , saya tidak butuh saran, saya hanya butuh sedikit perubahan pada sistem matchmaking.",11.1.1.4,"game terbaik dengan matchmaking terburuk, di kasih tim anomali mulu ,udah setahun kayak gini , saya tidak butuh saran, saya hanya butuh sedikit perubahan pada sistem matchmaking.","['game', 'terbaik', 'dengan', 'matchmaking', 'terburuk', ',', 'di', 'kasih', 'tim', 'anomali', 'mulu', ',', 'udah', 'setahun', 'kayak', 'gini', ',', 'saya', 'tidak', 'butuh', 'saran', ',', 'saya', 'hanya', 'butuh', 'sedikit', 'perubahan', 'pada', 'sistem', 'matchmaking', '.']","['game', 'terbaik', 'dengan', 'matchmaking', 'terburuk', 'di', 'kasih', 'tim', 'anomali', 'mulu', 'udah', 'setahun', 'kayak', 'gini', 'saya', 'tidak', 'butuh', 'saran', 'saya', 'hanya', 'butuh', 'sedikit', 'perubahan', 'pada', 'sistem', 'matchmaking']","['baik', 'buruk', 'anomali', 'butuh', 'saran', 'butuh', 'sedikit', 'ubah']","['game', 'baik', 'dengan', 'matchmaking', 'buruk', 'di', 'kasih', 'tim', 'anomali', 'mulu', 'udah', 'tahun', 'kayak', 'gin', 'saya', 'tidak', 'butuh', 'saran', 'saya', 'hanya', 'butuh', 'sedikit', 'ubah', 'pada', 'sistem', 'matchmaking']","['game', 'baik', 'dengan', 'matchmaking', 'buruk', 'di', 'kasih', 'team', 'anomali', 'mulu', 'udah', 'tahun', 'seperti', 'game', 'aku', 'tidak', 'butuh', 'saran', 'aku', 'hanya', 'butuh', 'sedikit', 'ubah', 'pada', 'sistem', 'matchmaking']"
Arthur Senpai,"game makin sini sinyal makin anjlok,masa gua sinyal hijau nge leg patah²,di sini bukan patah karna masalah hp gua, emang aja ni gamenya bermasalah 😹",11.1.1.4,"game makin sini sinyal makin anjlok,masa gua sinyal hijau nge leg patah²,di sini bukan patah karna masalah hp gua, emang aja ni gamenya bermasalah 😹","['game', 'makin', 'sini', 'sinyal', 'makin', 'anjlok', ',', 'masa', 'gua', 'sinyal', 'hijau', 'nge', 'leg', 'patah²', ',', 'di', 'sini', 'bukan', 'patah', 'karna', 'masalah', 'hp', 'gua', ',', 'emang', 'aja', 'ni', 'gamenya', 'bermasalah', '😹']","['game', 'makin', 'sini', 'sinyal', 'makin', 'anjlok', 'masa', 'gua', 'sinyal', 'hijau', 'nge', 'leg', 'patah', 'di', 'sini', 'bukan', 'patah', 'karna', 'masalah', 'hp', 'gua', 'emang', 'aja', 'ni', 'gamenya', 'bermasalah']","['makin', 'sinyal', 'makin', 'buruk', 'masa', 'sinyal', 'hijau', 'lag', 'patah', 'bukan', 'patah', 'masalah', 'masalah']","['game', 'makin', 'sini', 'sinyal', 'makin', 'anjlok', 'masa', 'gua', 'sinyal', 'hijau', 'nge', 'leg', 'patah', 'di', 'sini', 'bukan', 'patah', 'karna', 'masalah', 'hp', 'gua', 'emang', 'aja', 'ni', 'gamenya', 'masalah']","['game', 'makin', 'sini', 'sinyal', 'makin', 'buruk', 'masa', 'aku', 'sinyal', 'hijau', 'nge', 'lag', 'patah', 'di', 'sini', 'bukan', 'patah', 'karena', 'masalah', 'hp', 'aku', 'memang', 'aja', 'ini', 'game', 'masalah']"
Maya Binuang,kalau kasih musuh di rank yg bener aja jangan tim bobrok musuhnya juga gk ngotak skill sama satu lagi rank khusus gold ya gold jangan di campur gini dong burikk dah gk rekomen nih game,11.1.1.4,kalau kasih musuh di rank yg bener aja jangan tim bobrok musuhnya juga gk ngotak skill sama satu lagi rank khusus gold ya gold jangan di campur gini dong burikk dah gk rekomen nih game,"['kalau', 'kasih', 'musuh', 'di', 'rank', 'yg', 'bener', 'aja', 'jangan', 'tim', 'bobrok', 'musuhnya', 'juga', 'gk', 'ngotak', 'skill', 'sama', 'satu', 'lagi', 'rank', 'khusus', 'gold', 'ya', 'gold', 'jangan', 'di', 'campur', 'gini', 'dong', 'burikk', 'dah', 'gk', 'rekomen', 'nih', 'game']","['kalau', 'kasih', 'musuh', 'di', 'rank', 'yg', 'bener', 'aja', 'jangan', 'tim', 'bobrok', 'musuhnya', 'juga', 'gk', 'ngotak', 'skill', 'sama', 'satu', 'lagi', 'rank', 'khusus', 'gold', 'ya', 'gold', 'jangan', 'di', 'campur', 'gini', 'dong', 'burikk', 'dah', 'gk', 'rekomen', 'nih', 'game']","['musuh', 'benar', 'jangan', 'buruk', 'musuh', 'ngotak', 'skill', 'satu', 'khusus', 'gold', 'gold', 'jangan', 'campur', 'burikk', 'sudah', 'rekomen']","['kalau', 'kasih', 'musuh', 'di', 'rank', 'yg', 'bener', 'aja', 'jangan', 'tim', 'bobrok', 'musuh', 'juga', 'gk', 'ngotak', 'skill', 'sama', 'satu', 'lagi', 'rank', 'khusus', 'gold', 'ya', 'gold', 'jangan', 'di', 'campur', 'gin', 'dong', 'burikk', 'dah', 'gk', 'rekomen', 'nih', 'game']","['kalau', 'kasih', 'musuh', 'di', 'rank', 'yang', 'benar', 'aja', 'jangan', 'team', 'buruk', 'musuh', 'juga', 'tidak', 'ngotak', 'skill', 'sama', 'satu', 'lagi', 'rank', 'khusus', 'gold', 'ya', 'gold', 'jangan', 'di', 'campur', 'game', 'dong', 'burikk', 'sudah', 'tidak', 'rekomen', 'nih', 'game']"
Jaisy Muhammad,draft pick mu itu loh nyatuin aku sama bot trs atau player nob. bikin stress aja. aku mantan GM s 6 jadi kecewa pngen main lagi,11.1.1.4,draft pick mu itu loh nyatuin aku sama bot trs atau player nob. bikin stress aja. aku mantan gm s 6 jadi kecewa pngen main lagi,"['draft', 'pick', 'mu', 'itu', 'loh', 'nyatuin', 'aku', 'sama', 'bot', 'trs', 'atau', 'player', 'nob', '.', 'bikin', 'stress', 'aja', '.', 'aku', 'mantan', 'gm', 's', '6', 'jadi', 'kecewa', 'pngen', 'main', 'lagi']","['draft', 'pick', 'mu', 'itu', 'loh', 'nyatuin', 'aku', 'sama', 'bot', 'trs', 'atau', 'player', 'nob', 'bikin', 'stress', 'aja', 'aku', 'mantan', 'gm', 's', 'jadi', 'kecewa', 'pngen', 'main', 'lagi']","['draft', 'mu', 'nyatuin', 'bot', 'trs', 'nob', 'stres', 'mantan', 'gm', 'kecewa', 'pngen']","['draft', 'pick', 'mu', 'itu', 'loh', 'nyatuin', 'aku', 'sama', 'bot', 'trs', 'atau', 'player', 'nob', 'bikin', 'stress', 'aja', 'aku', 'mantan', 'gm', 's', 'jadi', 'kecewa', 'pngen', 'main', 'lagi']","['draft', 'pick', 'mu', 'itu', 'loh', 'nyatuin', 'aku', 'sama', 'bot', 'trs', 'atau', 'player', 'nob', 'bikin', 'stres', 'aja', 'aku', 'mantan', 'gm', 's', 'jadi', 'kecewa', 'pngen', 'main', 'lagi']"
Kent Tairas,"game ini bagus sampai papa ku dan adik ku download game ini, pokoknya game ini bagus deh aku kasih bintang 5",11.1.1.4,"game ini bagus sampai papa ku dan adik ku download game ini, pokoknya game ini bagus deh aku kasih bintang 5","['game', 'ini', 'bagus', 'sampai', 'papa', 'ku', 'dan', 'adik', 'ku', 'download', 'game', 'ini', ',', 'pokoknya', 'game', 'ini', 'bagus', 'deh', 'aku', 'kasih', 'bintang', '5']","['game', 'ini', 'bagus', 'sampai', 'papa', 'ku', 'dan', 'adik', 'ku', 'download', 'game', 'ini', 'pokoknya', 'game', 'ini', 'bagus', 'deh', 'aku', 'kasih', 'bintang']","['bagus', 'sampai', 'papa', 'adik', 'pokok', 'bagus', 'bintang']","['game', 'ini', 'bagus', 'sampai', 'papa', 'ku', 'dan', 'adik', 'ku', 'download', 'game', 'ini', 'pokok', 'game', 'ini', 'bagus', 'deh', 'aku', 'kasih', 'bintang']","['game', 'ini', 'bagus', 'sampai', 'papa', 'ku', 'dan', 'adik', 'ku', 'download', 'game', 'ini', 'pokok', 'game', 'ini', 'bagus', 'deh', 'aku', 'kasih', 'bintang']"
Bagaskara Caesar,"pisahin PH ke server lain, isinya player troll & egois semua. tiap separty cari untung sendiri gapeduli tim. udh setahun gaada perubaan. nyoba hero di rank,maksa rebut lane, pake hero ga sesuai lane, afk, dll. dan konyolnya mereka yg ngetroll & egois malah dpt MVP sementara yg pontang panting deffend tower sana sini malah kena penalty kurang brengsek apa itu ha?",11.1.1.1,"pisahin ph ke server lain, isinya player troll & egois semua. tiap separty cari untung sendiri gapeduli tim. udh setahun gaada perubaan. nyoba hero di rank,maksa rebut lane, pake hero ga sesuai lane, afk, dll. dan konyolnya mereka yg ngetroll & egois malah dpt mvp sementara yg pontang panting deffend tower sana sini malah kena penalty kurang brengsek apa itu ha?","['pisahin', 'ph', 'ke', 'server', 'lain', ',', 'isinya', 'player', 'troll', '&', 'egois', 'semua', '.', 'tiap', 'separty', 'cari', 'untung', 'sendiri', 'gapeduli', 'tim', '.', 'udh', 'setahun', 'gaada', 'perubaan', '.', 'nyoba', 'hero', 'di', 'rank', ',', 'maksa', 'rebut', 'lane', ',', 'pake', 'hero', 'ga', 'sesuai', 'lane', ',', 'afk', ',', 'dll', '.', 'dan', 'konyolnya', 'mereka', 'yg', 'ngetroll', '&', 'egois', 'malah', 'dpt', 'mvp', 'sementara', 'yg', 'pontang', 'panting', 'deffend', 'tower', 'sana', 'sini', 'malah', 'kena', 'penalty', 'kurang', 'brengsek', 'apa', 'itu', 'ha', '?']","['pisahin', 'ph', 'ke', 'server', 'lain', 'isinya', 'player', 'troll', 'egois', 'semua', 'tiap', 'separty', 'cari', 'untung', 'sendiri', 'gapeduli', 'tim', 'udh', 'setahun', 'gaada', 'perubaan', 'nyoba', 'hero', 'di', 'rank', 'maksa', 'rebut', 'lane', 'pake', 'hero', 'ga', 'sesuai', 'lane', 'afk', 'dll', 'dan', 'konyolnya', 'mereka', 'yg', 'ngetroll', 'egois', 'malah', 'dpt', 'mvp', 'sementara', 'yg', 'pontang', 'panting', 'deffend', 'tower', 'sana', 'sini', 'malah', 'kena', 'penalty', 'kurang', 'brengsek', 'apa', 'itu', 'ha']","['pisahin', 'ph', 'server', 'lain', 'isi', 'troll', 'egois', 'semua', 'separty', 'cari', 'untung', 'sendiri', 'gapeduli', 'sudah', 'gaada', 'uba', 'nyoba', 'maksa', 'rebut', 'sesuai', 'afk', 'dll', 'konyol', 'ngetroll', 'egois', 'mvp', 'sementara', 'pontang', 'panting', 'deffend', 'tower', 'sana', 'kena', 'penalty', 'kurang', 'brengsek', 'ha']","['pisahin', 'ph', 'ke', 'server', 'lain', 'isi', 'player', 'troll', 'egois', 'semua', 'tiap', 'separty', 'cari', 'untung', 'sendiri', 'gapeduli', 'tim', 'udh', 'tahun', 'gaada', 'uba', 'nyoba', 'hero', 'di', 'rank', 'maksa', 'rebut', 'lane', 'pake', 'hero', 'ga', 'sesuai', 'lane', 'afk', 'dll', 'dan', 'konyol', 'mereka', 'yg', 'ngetroll', 'egois', 'malah', 'dpt', 'mvp', 'sementara', 'yg', 'pontang', 'panting', 'deffend', 'tower', 'sana', 'sini', 'malah', 'kena', 'penalty', 'kurang', 'brengsek', 'apa', 'itu', 'ha']","['pisahin', 'ph', 'ke', 'server', 'lain', 'isi', 'player', 'troll', 'egois', 'semua', 'tiap', 'separty', 'cari', 'untung', 'sendiri', 'gapeduli', 'team', 'sudah', 'tahun', 'gaada', 'uba', 'nyoba', 'hero', 'di', 'rank', 'maksa', 'rebut', 'lane', 'pakai', 'hero', 'tidak', 'sesuai', 'lane', 'afk', 'dll', 'dan', 'konyol', 'mereka', 'yang', 'ngetroll', 'egois', 'malah', 'dapat', 'mvp', 'sementara', 'yang', 'pontang', 'panting', 'deffend', 'tower', 'sana', 'sini', 'malah', 'kena', 'penalty', 'kurang', 'brengsek', 'apa', 'itu', 'ha']"
Khen Khennooh,keren banget cok 🤯🤯,11.1.1.4,keren banget cok 🤯🤯,"['keren', 'banget', 'cok', '🤯🤯']","['keren', 'banget', 'cok']","['keren', 'banget', 'cok']","['keren', 'banget', 'cok']","['keren', 'banget', 'cok']"
Muhamad kargini Yanto,Keren!!,,keren!!,"['keren', '!', '!']",['keren'],['keren'],['keren'],['keren']
messi sayang99,ini naik turunnya bisa dapat duit tolong kalau ndak paham main game ini tolong jangan hapus ini dua kali lipat ML pada game honor no oking dua kali lipat kisah juang,11.1.1.4,ini naik turunnya bisa dapat duit tolong kalau ndak paham main game ini tolong jangan hapus ini dua kali lipat ml pada game honor no oking dua kali lipat kisah juang,"['ini', 'naik', 'turunnya', 'bisa', 'dapat', 'duit', 'tolong', 'kalau', 'ndak', 'paham', 'main', 'game', 'ini', 'tolong', 'jangan', 'hapus', 'ini', 'dua', 'kali', 'lipat', 'ml', 'pada', 'game', 'honor', 'no', 'oking', 'dua', 'kali', 'lipat', 'kisah', 'juang']","['ini', 'naik', 'turunnya', 'bisa', 'dapat', 'duit', 'tolong', 'kalau', 'ndak', 'paham', 'main', 'game', 'ini', 'tolong', 'jangan', 'hapus', 'ini', 'dua', 'kali', 'lipat', 'ml', 'pada', 'game', 'honor', 'no', 'oking', 'dua', 'kali', 'lipat', 'kisah', 'juang']","['naik', 'turun', 'duit', 'tolong', 'ndak', 'paham', 'tolong', 'jangan', 'hapus', 'dua', 'lipat', 'no', 'oking', 'dua', 'lipat', 'kisah', 'juang']","['ini', 'naik', 'turun', 'bisa', 'dapat', 'duit', 'tolong', 'kalau', 'ndak', 'paham', 'main', 'game', 'ini', 'tolong', 'jangan', 'hapus', 'ini', 'dua', 'kali', 'lipat', 'ml', 'pada', 'game', 'honor', 'no', 'oking', 'dua', 'kali', 'lipat', 'kisah', 'juang']","['ini', 'naik', 'turun', 'bisa', 'dapat', 'duit', 'tolong', 'kalau', 'ndak', 'paham', 'main', 'game', 'ini', 'tolong', 'jangan', 'hapus', 'ini', 'dua', 'kali', 'lipat', 'ml', 'pada', 'game', 'honor', 'no', 'oking', 'dua', 'kali', 'lipat', 'kisah', 'juang']"
sandhi primadana,game cacat!!!mencuri lane sekarang legal...,11.1.1.4,game cacat!!!mencuri lane sekarang legal...,"['game', 'cacat', '!', '!', '!', 'mencuri', 'lane', 'sekarang', 'legal', '...']","['game', 'cacat', 'mencuri', 'lane', 'sekarang', 'legal']","['cacat', 'curi', 'sekarang', 'legal']","['game', 'cacat', 'curi', 'lane', 'sekarang', 'legal']","['game', 'cacat', 'curi', 'lane', 'sekarang', 'legal']"
Yt Pre,bagus bangettt,11.1.1.4,bagus bangettt,"['bagus', 'bangettt']","['bagus', 'banget']","['bagus', 'banget']","['bagus', 'banget']","['bagus', 'banget']"
Azril Darmawan,bagus banget,11.1.1.4,bagus banget,"['bagus', 'banget']","['bagus', 'banget']","['bagus', 'banget']","['bagus', 'banget']","['bagus', 'banget']"
Welly Djasika,nge frame parah sekarang kalo main di tambah sinyal jumping terus.,11.1.1.4,nge frame parah sekarang kalo main di tambah sinyal jumping terus.,"['nge', 'frame', 'parah', 'sekarang', 'kalo', 'main', 'di', 'tambah', 'sinyal', 'jumping', 'terus', '.']","['nge', 'frame', 'parah', 'sekarang', 'kalo', 'main', 'di', 'tambah', 'sinyal', 'jumping', 'terus']","['frame', 'parah', 'sekarang', 'tambah', 'sinyal', 'jumping']","['nge', 'frame', 'parah', 'sekarang', 'kalo', 'main', 'di', 'tambah', 'sinyal', 'jumping', 'terus']","['nge', 'frame', 'parah', 'sekarang', 'kalau', 'main', 'di', 'tambah', 'sinyal', 'jumping', 'terus']"
ih san,gua pensi dari ml karena di kasih musuh bot mulu,,gua pensi dari ml karena di kasih musuh bot mulu,"['gua', 'pensi', 'dari', 'ml', 'karena', 'di', 'kasih', 'musuh', 'bot', 'mulu']","['gua', 'pensi', 'dari', 'ml', 'karena', 'di', 'kasih', 'musuh', 'bot', 'mulu']","['pensi', 'musuh', 'bot']","['gua', 'pensi', 'dari', 'ml', 'karena', 'di', 'kasih', 'musuh', 'bot', 'mulu']","['aku', 'pensi', 'dari', 'ml', 'karena', 'di', 'kasih', 'musuh', 'bot', 'mulu']"
kuromi,gamenya kayanya asik soalnya baru donlowad langsung ku kasih ulasan semoga game nya hemat kuota dan ngasih tim sama musuh yg adil,,gamenya kayanya asik soalnya baru donlowad langsung ku kasih ulasan semoga game nya hemat kuota dan ngasih tim sama musuh yg adil,"['gamenya', 'kayanya', 'asik', 'soalnya', 'baru', 'donlowad', 'langsung', 'ku', 'kasih', 'ulasan', 'semoga', 'game', 'nya', 'hemat', 'kuota', 'dan', 'ngasih', 'tim', 'sama', 'musuh', 'yg', 'adil']","['gamenya', 'kayanya', 'asik', 'soalnya', 'baru', 'donlowad', 'langsung', 'ku', 'kasih', 'ulasan', 'semoga', 'game', 'nya', 'hemat', 'kuota', 'dan', 'ngasih', 'tim', 'sama', 'musuh', 'yg', 'adil']","['asik', 'baru', 'donlowad', 'langsung', 'ulas', 'moga', 'hemat', 'kuota', 'beri', 'musuh', 'adil']","['gamenya', 'kaya', 'asik', 'soal', 'baru', 'donlowad', 'langsung', 'ku', 'kasih', 'ulas', 'moga', 'game', 'nya', 'hemat', 'kuota', 'dan', 'ngasih', 'tim', 'sama', 'musuh', 'yg', 'adil']","['game', 'seperti', 'asik', 'soal', 'baru', 'donlowad', 'langsung', 'ku', 'kasih', 'ulas', 'moga', 'game', 'nya', 'hemat', 'kuota', 'dan', 'beri', 'team', 'sama', 'musuh', 'yang', 'adil']"
Maulana ADv,game tolol make hero bukan buat line ngak di anggap pelanggaan.. giliran ngreport malah stuck blank,11.1.1.4,game tolol make hero bukan buat line ngak di anggap pelanggaan.. giliran ngreport malah stuck blank,"['game', 'tolol', 'make', 'hero', 'bukan', 'buat', 'line', 'ngak', 'di', 'anggap', 'pelanggaan', '..', 'giliran', 'ngreport', 'malah', 'stuck', 'blank']","['game', 'tolol', 'make', 'hero', 'bukan', 'buat', 'line', 'ngak', 'di', 'anggap', 'pelanggaan', 'giliran', 'ngreport', 'malah', 'stuck', 'blank']","['tolol', 'make', 'bukan', 'line', 'ngak', 'anggap', 'pelanggaan', 'report', 'stuck', 'blank']","['game', 'tolol', 'make', 'hero', 'bukan', 'buat', 'line', 'ngak', 'di', 'anggap', 'pelanggaan', 'gilir', 'ngreport', 'malah', 'stuck', 'blank']","['game', 'tolol', 'make', 'hero', 'bukan', 'buat', 'line', 'ngak', 'di', 'anggap', 'pelanggaan', 'gilir', 'report', 'malah', 'stuck', 'blank']"
Xgarblast Rx,overall is good. but the camera is too close,,overall is good. but the camera is too close,"['overall', 'is', 'good', '.', 'but', 'the', 'camera', 'is', 'too', 'close']","['overall', 'is', 'good', 'but', 'the', 'camera', 'is', 'too', 'close']","['overall', 'good', 'but', 'camera', 'too', 'close']","['overall', 'is', 'good', 'but', 'the', 'camera', 'is', 'too', 'close']","['overall', 'is', 'good', 'but', 'the', 'camera', 'is', 'too', 'close']"
Taufik Hidayat,game aneh aku nulis pocong hunter malah ketemu game burik gini bahkan lebih burik dari ff,,game aneh aku nulis pocong hunter malah ketemu game burik gini bahkan lebih burik dari ff,"['game', 'aneh', 'aku', 'nulis', 'pocong', 'hunter', 'malah', 'ketemu', 'game', 'burik', 'gini', 'bahkan', 'lebih', 'burik', 'dari', 'ff']","['game', 'aneh', 'aku', 'nulis', 'pocong', 'hunter', 'malah', 'ketemu', 'game', 'burik', 'gini', 'bahkan', 'lebih', 'burik', 'dari', 'ff']","['aneh', 'nulis', 'pocong', 'hunter', 'ketemu', 'buruk', 'bahkan', 'lebih', 'buruk', 'ff']","['game', 'aneh', 'aku', 'nulis', 'pocong', 'hunter', 'malah', 'ketemu', 'game', 'burik', 'gin', 'bahkan', 'lebih', 'burik', 'dari', 'ff']","['game', 'aneh', 'aku', 'nulis', 'pocong', 'hunter', 'malah', 'ketemu', 'game', 'buruk', 'game', 'bahkan', 'lebih', 'buruk', 'dari', 'ff']"
Dika Kurniasih,"aku suka banget,game nya seru,asyik,Hero nya banyak aku suka",10.5.1.15,"aku suka banget,game nya seru,asyik,hero nya banyak aku suka","['aku', 'suka', 'banget', ',', 'game', 'nya', 'seru', ',', 'asyik', ',', 'hero', 'nya', 'banyak', 'aku', 'suka']","['aku', 'suka', 'banget', 'game', 'nya', 'seru', 'asyik', 'hero', 'nya', 'banyak', 'aku', 'suka']","['suka', 'banget', 'seru', 'asyik', 'banyak', 'suka']","['aku', 'suka', 'banget', 'game', 'nya', 'seru', 'asyik', 'hero', 'nya', 'banyak', 'aku', 'suka']","['aku', 'suka', 'banget', 'game', 'nya', 'seru', 'asyik', 'hero', 'nya', 'banyak', 'aku', 'suka']"
Tommy Adi Pratama,masih sering nge lah dan fps nya naik tiba-tiba saat momen krusial pas war dan lain2 padahal jaringan bagus dan device mendukung,11.1.1.1,masih sering nge lah dan fps nya naik tiba-tiba saat momen krusial pas war dan lain2 padahal jaringan bagus dan device mendukung,"['masih', 'sering', 'nge', 'lah', 'dan', 'fps', 'nya', 'naik', 'tiba-tiba', 'saat', 'momen', 'krusial', 'pas', 'war', 'dan', 'lain2', 'padahal', 'jaringan', 'bagus', 'dan', 'device', 'mendukung']","['masih', 'sering', 'nge', 'lah', 'dan', 'fps', 'nya', 'naik', 'tibatiba', 'saat', 'momen', 'krusial', 'pas', 'war', 'dan', 'lain', 'padahal', 'jaringan', 'bagus', 'dan', 'device', 'mendukung']","['fps', 'naik', 'tibatiba', 'momen', 'krusial', 'lain', 'bagus', 'device', 'dukung']","['masih', 'sering', 'nge', 'lah', 'dan', 'fps', 'nya', 'naik', 'tibatiba', 'saat', 'momen', 'krusial', 'pas', 'war', 'dan', 'lain', 'padahal', 'jaring', 'bagus', 'dan', 'device', 'dukung']","['masih', 'sering', 'nge', 'lah', 'dan', 'fps', 'nya', 'naik', 'tibatiba', 'saat', 'momen', 'krusial', 'pas', 'war', 'dan', 'lain', 'padahal', 'jaring', 'bagus', 'dan', 'device', 'dukung']"
Ali Sofa,sangat bagus ya,11.1.1.4,sangat bagus ya,"['sangat', 'bagus', 'ya']","['sangat', 'bagus', 'ya']",['bagus'],"['sangat', 'bagus', 'ya']","['sangat', 'bagus', 'ya']"
