stopwords_removed,2-gram
"['ta', 'event', 'epik', 'drbian', 'sudah', 'gaca', 'kga', 'event', 'jgn', 'sosial', 'mending', 'sudah']","['drbian_sudah', 'epik_drbian', 'event_epik', 'event_jgn', 'gaca_kga', 'jgn_sosial', 'kga_event', 'mending_sudah', 'sosial_mending', 'sudah_gaca', 'ta_event']"
"['butuh', 'gambar', 'lore', 'lebih', 'jelas', 'susah', 'paham', 'lore', 'lebih', 'fokus', 'bahkan', 'gambar', 'primeara', 'tak', 'tulis', 'jelas', 'banyak', 'mi', 'cukup', 'susah', 'paham', 'lore', 'harap', 'gambar', 'lore', 'lebih', 'jelas', 'lain']","['bahkan_gambar', 'banyak_mi', 'butuh_gambar', 'cukup_susah', 'fokus_bahkan', 'gambar_lore', 'gambar_primeara', 'harap_gambar', 'jelas_banyak', 'jelas_lain', 'jelas_susah', 'lebih_fokus', 'lebih_jelas', 'lore_harap', 'lore_lebih', 'mi_cukup', 'paham_lore', 'primeara_tak', 'susah_paham', 'tak_tulis', 'tulis_jelas']"
"['force', 'close', 'update', 'begini']","['close_update', 'force_close', 'update_begini']"
"['t', 'l', 'l', 'mending', 'legends']",['mending_legends']
"['fiturnya', 'tolong', 'baik']","['fiturnya_tolong', 'tolong_baik']"
"['good', 'application']",['good_application']
"['rusak', 'saranin', 'jangan']","['rusak_saranin', 'saranin_jangan']"
"['minimal', 'itel', 'p', 'problem', 'ngebug', 'random', 'force', 'close', 'melulu', 'tolong', 'baik']","['close_melulu', 'force_close', 'itel_problem', 'melulu_tolong', 'minimal_itel', 'ngebug_random', 'problem_ngebug', 'random_force', 'tolong_baik']"
['seru'],[]
"['free', 'skin']",['free_skin']
['seru'],[]
"['gila', 'mana', 'kena', 'penalti', 'makin', 'aneh']","['gila_mana', 'kena_penalti', 'makin_aneh', 'mana_kena', 'penalti_makin']"
"['up', 'harga', 'roamer', 'hitung', 'adil', 'bahkan', 'dg', 'samasama', 'dg', 'statistik', 'jauh', 'atas', 'lain', 'roamer', 'tdk', 'dominan', 'mvp', 'its', 'not', 'fair', 'for', 'programmer', 'hitung', 'mu', 'kurang', 'akurat', 'kda', 'selisih', 'jauh', 'unggul', 'kuasa', 'unggul', 'damage', 'terimakasih', 'unggul', 'dominan', 'non', 'roamer', 'mvp']","['adil_bahkan', 'akurat_kda', 'atas_lain', 'bahkan_dg', 'damage_terimakasih', 'dg_samasama', 'dg_statistik', 'dominan_mvp', 'dominan_non', 'fair_for', 'for_programmer', 'harga_roamer', 'hitung_adil', 'hitung_mu', 'its_not', 'jauh_atas', 'jauh_unggul', 'kda_selisih', 'kuasa_unggul', 'kurang_akurat', 'lain_roamer', 'mu_kurang', 'mvp_its', 'non_roamer', 'not_fair', 'programmer_hitung', 'roamer_hitung', 'roamer_mvp', 'roamer_tdk', 'samasama_dg', 'selisih_jauh', 'statistik_jauh', 'tdk_dominan', 'terimakasih_unggul', 'unggul_damage', 'unggul_dominan', 'unggul_kuasa', 'up_harga']"
"['tolong', 'matching', 'rusak', 'masa', 'ketemu', 'philipina', 'mesti', 'kalah']","['ketemu_philipina', 'masa_ketemu', 'matching_rusak', 'mesti_kalah', 'philipina_mesti', 'rusak_masa', 'tolong_matching']"
"['baik', 'walau', 'lawan', 'susah']","['baik_walau', 'lawan_susah', 'walau_lawan']"
['adil'],[]
"['akun', 'kena', 'hack']","['akun_kena', 'kena_hack']"
['seru'],[]
"['kenapa', 'mental', 'keluar', 'sendiri', 'masuk', 'lama', 'masuk', 'afk', 'segaja']","['afk_segaja', 'keluar_sendiri', 'kenapa_mental', 'lama_masuk', 'masuk_afk', 'masuk_lama', 'mental_keluar', 'sendiri_masuk']"
"['cacat', 'lawan', 'bot', 'teman', 'bot', 'rusak', 'uninstal']","['bot_rusak', 'bot_teman', 'cacat_lawan', 'lawan_bot', 'rusak_uninstal', 'teman_bot']"
"['bagus', 'kurang', 'adil', 'bagi', 'akhir', 'kda', 'kurang', 'arti']","['adil_bagi', 'akhir_kda', 'bagi_akhir', 'bagus_kurang', 'kda_kurang', 'kurang_adil', 'kurang_arti']"
"['mirip', 'mobil']",['mirip_mobil']
"['kasa', 'lancar', 'sengaya', 'keluar', 'lowding', 'lama', 'banget']","['kasa_lancar', 'keluar_lowding', 'lama_banget', 'lancar_sengaya', 'lowding_lama', 'sengaya_keluar']"
"['tetap', 'diamon', 'gelap', 'pusing', 'ah']","['diamon_gelap', 'gelap_pusing', 'pusing_ah', 'tetap_diamon']"
"['jarigan', 'stabil', 'banyak', 'bug', 'soryy', 'rerting', 'bintang', 'satu', 'iya']","['banyak_bug', 'bintang_satu', 'bug_soryy', 'jarigan_stabil', 'rerting_bintang', 'satu_iya', 'soryy_rerting', 'stabil_banyak']"
"['pernah', 'coba', 'bagus', 'nyoba']","['bagus_nyoba', 'coba_bagus', 'pernah_coba']"
"['gg', 'seru', 'bagus', 'gratis']","['bagus_gratis', 'gg_seru', 'seru_bagus']"
"['moga', 'ngecewain', 'jangan', 'mole']","['jangan_mole', 'moga_ngecewain', 'ngecewain_jangan']"
"['bagus', 'trash', 'makin', 'update', 'makin', 'jelek']","['bagus_trash', 'makin_jelek', 'makin_update', 'trash_makin', 'update_makin']"
"['semua', 'coba', 'cuma', 'jaringanya', 'pasti', 'arti', 'lag', 'wifi', 'lancar', 'sinyal', 'full', 'oke', 'lag', 'seakanakan', 'belum', 'server', 'global', 'sekian', 'terimakasih', 'hal', 'lain', 'puas', 'nyaman', 'paling', 'utama', 'mohon', 'kerja', 'rusak', 'sinyal', 'jika', 'tolong', 'periksa', 'otomatis', 'bagi', 'mungkin', 'mengunakan', 'plungin', 'dll']","['arti_lag', 'bagi_mungkin', 'belum_server', 'coba_cuma', 'cuma_jaringanya', 'full_oke', 'global_sekian', 'hal_lain', 'jaringanya_pasti', 'jika_tolong', 'kerja_rusak', 'lag_seakanakan', 'lag_wifi', 'lain_puas', 'lancar_sinyal', 'mengunakan_plungin', 'mohon_kerja', 'mungkin_mengunakan', 'nyaman_paling', 'oke_lag', 'otomatis_bagi', 'paling_utama', 'pasti_arti', 'periksa_otomatis', 'plungin_dll', 'puas_nyaman', 'rusak_sinyal', 'seakanakan_belum', 'sekian_terimakasih', 'semua_coba', 'server_global', 'sinyal_full', 'sinyal_jika', 'terimakasih_hal', 'tolong_periksa', 'utama_mohon', 'wifi_lancar']"
"['lebih', 'keren']",['lebih_keren']
"['jelas', 'sudah', 'dua', 'tetap', 'taik', 'buang', 'babi', 'baru', 'paket', 'gb', 'tadi', 'sore', 'satu', 'hbs', 'tinggal', 'paket', 'yutop', 'gilak', 'parah', 'makan']","['babi_baru', 'baru_paket', 'buang_babi', 'dua_tetap', 'gb_tadi', 'gilak_parah', 'hbs_tinggal', 'jelas_sudah', 'paket_gb', 'paket_yutop', 'parah_makan', 'satu_hbs', 'sore_satu', 'sudah_dua', 'tadi_sore', 'taik_buang', 'tetap_taik', 'tinggal_paket', 'yutop_gilak']"
[],[]
"['season', 'sekarang', 'kenapa', 'lag', 'minimal', 'lain', 'aman', 'ingame', 'lag', 'males', 'banget', 'server', 'brazil', 'baru', 'lag', 'bukan', 'sendiri']","['aman_ingame', 'banget_server', 'baru_lag', 'brazil_baru', 'bukan_sendiri', 'ingame_lag', 'kenapa_lag', 'lag_bukan', 'lag_males', 'lag_minimal', 'lain_aman', 'males_banget', 'minimal_lain', 'season_sekarang', 'sekarang_kenapa', 'server_brazil']"
['oke'],[]
"['animasi', 'kurah', 'hidup', 'bagus']","['animasi_kurah', 'hidup_bagus', 'kurah_hidup']"
"['sinyal', 'kenapa', 'jelek']","['kenapa_jelek', 'sinyal_kenapa']"
"['bagus', 'seru']",['bagus_seru']
['keren'],[]
"['update', 'belum', 'normal', 'normal', 'gede', 'banget', 'sekitar', 'gban']","['banget_sekitar', 'belum_normal', 'gede_banget', 'normal_gede', 'normal_normal', 'sekitar_gban', 'update_belum']"
['jelek'],[]
"['jadul', 'banget', 'buruk']","['banget_buruk', 'jadul_banget']"
['baik'],[]
[],[]
"['android', 'baik']",['android_baik']
"['tier', 'paling', 'niat']","['paling_niat', 'tier_paling']"
"['my', 'little', 'soda', 'pop']","['little_soda', 'my_little', 'soda_pop']"
['keren'],[]
"['anggita', 'nurhassanah']",['anggita_nurhassanah']
"['lumayan', 'seru', 'cuma', 'ngerti', 'item', 'maka', 'bintang']","['cuma_ngerti', 'item_maka', 'lumayan_seru', 'maka_bintang', 'ngerti_item', 'seru_cuma']"
"['baik', 'tier', 'atas', 'bnyak', 'gelap', 'systemnya', 'ketemu', 'asing', 'anehh', 'gameplaynya']","['anehh_gameplaynya', 'asing_anehh', 'atas_bnyak', 'baik_tier', 'bnyak_gelap', 'gelap_systemnya', 'ketemu_asing', 'systemnya_ketemu', 'tier_atas']"
"['candu', 'banget', 'satu', 'walaupun', 'colong', 'samsung', 'j', 'biarin', 'penting', 'kompatibel']","['banget_satu', 'biarin_penting', 'candu_banget', 'colong_samsung', 'penting_kompatibel', 'samsung_biarin', 'satu_walaupun', 'walaupun_colong']"
['bagus'],[]
"['report', 'makin', 'jelek', 'semenjak', 'gimmick', 'ai', 'ngetroll', 'nyuri', 'kena']","['ai_ngetroll', 'gimmick_ai', 'jelek_semenjak', 'makin_jelek', 'ngetroll_nyuri', 'nyuri_kena', 'report_makin', 'semenjak_gimmick']"
"['timya', 'bloon']",['timya_bloon']
['inimudah'],[]
"['apresiasi', 'banyak', 'skin', 'gratis', 'bukan', 'skin', 'basic', 'elif', 'bahkan', 'epic', 'njir', 'laa', 'mana', 'paling', 'beri', 'skin', 'basic', 'awok']","['apresiasi_banyak', 'bahkan_epic', 'banyak_skin', 'basic_awok', 'basic_elif', 'beri_skin', 'bukan_skin', 'elif_bahkan', 'epic_njir', 'gratis_bukan', 'laa_mana', 'mana_paling', 'njir_laa', 'paling_beri', 'skin_basic', 'skin_gratis']"
"['hallo', 'dev', 'edit', 'ulas', 'sedikit', 'keluh', 'agak', 'bingung', 'imbang', 'push', 'musuh', 'lebih', 'tinggi', 'tiernya', 'ketimbang', 'alhasil', 'defeat', 'ketimbang', 'win', 'moga', 'cari', 'imbang', 'tier', 'masing', 'sukses']","['agak_bingung', 'alhasil_defeat', 'bingung_imbang', 'cari_imbang', 'defeat_ketimbang', 'dev_edit', 'edit_ulas', 'hallo_dev', 'imbang_push', 'imbang_tier', 'keluh_agak', 'ketimbang_alhasil', 'ketimbang_win', 'lebih_tinggi', 'masing_sukses', 'moga_cari', 'musuh_lebih', 'push_musuh', 'sedikit_keluh', 'tier_masing', 'tiernya_ketimbang', 'tinggi_tiernya', 'ulas_sedikit', 'win_moga']"
"['selalu', 'jelek', 'jarang', 'banget', 'bagus']","['banget_bagus', 'jarang_banget', 'jelek_jarang', 'selalu_jelek']"
['niruin'],[]
['good'],[]
"['tolong', 'update', 'versi', 'lag', 'banget', 'semenjak', 'spriteling', 'tambah', 'lag']","['banget_semenjak', 'lag_banget', 'semenjak_spriteling', 'spriteling_tambah', 'tambah_lag', 'tolong_update', 'update_versi', 'versi_lag']"
"['bagus', 'jugaa', 'sukaa']","['bagus_jugaa', 'jugaa_sukaa']"
"['berharihari', 'kalah', 'ngestack', 'sampah', 'mending', 'balik', 'adil']","['balik_adil', 'berharihari_kalah', 'kalah_ngestack', 'mending_balik', 'ngestack_sampah', 'sampah_mending']"
"['tarik', 'luar', 'biasa']","['luar_biasa', 'tarik_luar']"
"['bag', 'wifi', 'bagus', 'bagus', 'nyaman', 'tolong', 'rusak']","['bag_wifi', 'bagus_bagus', 'bagus_nyaman', 'nyaman_tolong', 'tolong_rusak', 'wifi_bagus']"
"['seru', 'lag']",['seru_lag']
"['bang', 'tepat', 'janji', 'mu', 'banyak', 'skin', 'gratis', 'cuma', 'kasi', 'skin', 'banyak', 'jarak', 'jauh', 'iklan', 'banyak', 'skin', 'gratis', 'bajingngan']","['bang_tepat', 'banyak_jarak', 'banyak_skin', 'cuma_kasi', 'gratis_bajingngan', 'gratis_cuma', 'iklan_banyak', 'janji_mu', 'jarak_jauh', 'jauh_iklan', 'kasi_skin', 'mu_banyak', 'skin_banyak', 'skin_gratis', 'tepat_janji']"
['mantap'],[]
"['feel', 'dalam', 'kurang', 'asa', 'sehingga', 'enjoyble', 'dalam']","['asa_sehingga', 'dalam_kurang', 'enjoyble_dalam', 'feel_dalam', 'kurang_asa', 'sehingga_enjoyble']"
"['kurang', 'bagus', 'baru', 'sudah', 'patah', 'patah', 'bagus', 'lo', 'bagus', 'lag', 'patah', 'patah', 'kocak']","['bagus_baru', 'bagus_lag', 'bagus_lo', 'baru_sudah', 'kurang_bagus', 'lag_patah', 'lo_bagus', 'patah_bagus', 'patah_kocak', 'patah_patah', 'sudah_patah']"
"['boot', 'menang', 'pernah', 'payah', 'imbang']","['boot_menang', 'menang_pernah', 'payah_imbang', 'pernah_payah']"
"['bagus', 'seru']",['bagus_seru']
"['please', 'make', 'fairer']","['make_fairer', 'please_make']"
"['bagus', 'banget', 'mana', 'offline']","['bagus_banget', 'banget_mana', 'mana_offline']"
"['nilai', 'hukum', 'masuk', 'akal', 'force', 'close', 'signal', 'towing']","['akal_force', 'close_signal', 'force_close', 'hukum_masuk', 'masuk_akal', 'nilai_hukum', 'signal_towing']"
"['bintang', 'lama', 'ken', 'akun', 'hilang', 'akun', 'google', 'ingat', 'nyambungin', 'mana', 'agak', 'kesal', 'akun', 'kerenlevel', 'infinity', 'jaga', 'signature', 'nyabuat', 'pensi', 'haru', 'pensi', 'habis', 'kapan', 'hapus', 'akun', 'agak', 'nyesel', 'pernah', 'sumpah', 'muak', 'gimana']","['agak_kesal', 'agak_nyesel', 'akun_agak', 'akun_google', 'akun_hilang', 'akun_kerenlevel', 'bintang_lama', 'google_ingat', 'habis_kapan', 'hapus_akun', 'haru_pensi', 'hilang_akun', 'infinity_jaga', 'ingat_nyambungin', 'jaga_signature', 'kapan_hapus', 'ken_akun', 'kerenlevel_infinity', 'kesal_akun', 'lama_ken', 'mana_agak', 'muak_gimana', 'nyabuat_pensi', 'nyambungin_mana', 'nyesel_pernah', 'pensi_habis', 'pensi_haru', 'pernah_sumpah', 'signature_nyabuat', 'sumpah_muak']"
"['heran', 'lawan', 'terlalu', 'kuat', 'dage', 'lawan', 'terlalu', 'tinggi', 'satu', 'serang', 'langsung', 'mati']","['dage_lawan', 'heran_lawan', 'kuat_dage', 'langsung_mati', 'lawan_terlalu', 'satu_serang', 'serang_langsung', 'terlalu_kuat', 'terlalu_tinggi', 'tinggi_satu']"
"['berat', 'banget', 'ui', 'fc', 'belum', 'optimal']","['banget_ui', 'belum_optimal', 'berat_banget', 'fc_belum', 'ui_fc']"
"['oke', 'matsmeking', 'sudah', 'bagus', 'tanks', 'respon', 'cepet', 'lajutkan', 'mets', 'meking', 'adil', 'vs', 'jan', 'skin', 'bayakin', 'metsmeking', 'ancur', 'bintang', 'metsmeking']","['adil_vs', 'ancur_bintang', 'bagus_tanks', 'bayakin_metsmeking', 'bintang_metsmeking', 'cepet_lajutkan', 'jan_skin', 'lajutkan_mets', 'matsmeking_sudah', 'meking_adil', 'mets_meking', 'metsmeking_ancur', 'oke_matsmeking', 'respon_cepet', 'skin_bayakin', 'sudah_bagus', 'tanks_respon', 'vs_jan']"
"['masalah', 'yahh', 'lag', 'sendiri', 'ping', 'hijau', 'truss', 'crash', 'sudah', 'gtu', 'langsung', 'kluar', 'dri', 'sendiri', 'sudah', 'turunin', 'grafik', 'ttep', 'gda', 'masalah', 'dri']","['crash_sudah', 'dri_sendiri', 'gda_masalah', 'grafik_ttep', 'gtu_langsung', 'hijau_truss', 'kluar_dri', 'lag_sendiri', 'langsung_kluar', 'masalah_dri', 'masalah_yahh', 'ping_hijau', 'sendiri_ping', 'sendiri_sudah', 'sudah_gtu', 'sudah_turunin', 'truss_crash', 'ttep_gda', 'turunin_grafik', 'yahh_lag']"
['kacau'],[]
"['makin', 'jelas', 'report', 'sengaja', 'laku', 'feeding', 'nilai', 'sapa', 'laku', 'feeding']","['feeding_nilai', 'jelas_report', 'laku_feeding', 'makin_jelas', 'nilai_sapa', 'report_sengaja', 'sapa_laku', 'sengaja_laku']"
"['suka', 'walaupun', 'suka', 'bug', 'tetapi', 'keren', 'banget', 'mohon', 'maaf', 'bugnge', 'lag', 'tolong', 'baik', 'biar', 'semua', 'senang', 'hati', 'terimakasih', 'sudah']","['baik_biar', 'banget_mohon', 'biar_semua', 'bug_tetapi', 'bugnge_lag', 'hati_terimakasih', 'keren_banget', 'lag_tolong', 'maaf_bugnge', 'mohon_maaf', 'semua_senang', 'senang_hati', 'suka_bug', 'suka_walaupun', 'terimakasih_sudah', 'tetapi_keren', 'tolong_baik', 'walaupun_suka']"
"['kurang', 'update', 'jika']","['kurang_update', 'update_jika']"
"['baik', 'buruk', 'anomali', 'butuh', 'saran', 'butuh', 'sedikit', 'ubah']","['anomali_butuh', 'baik_buruk', 'buruk_anomali', 'butuh_saran', 'butuh_sedikit', 'saran_butuh', 'sedikit_ubah']"
"['makin', 'sinyal', 'makin', 'buruk', 'masa', 'sinyal', 'hijau', 'lag', 'patah', 'bukan', 'patah', 'masalah', 'masalah']","['bukan_patah', 'buruk_masa', 'hijau_lag', 'lag_patah', 'makin_buruk', 'makin_sinyal', 'masa_sinyal', 'masalah_masalah', 'patah_bukan', 'patah_masalah', 'sinyal_hijau', 'sinyal_makin']"
"['musuh', 'benar', 'jangan', 'buruk', 'musuh', 'ngotak', 'skill', 'satu', 'khusus', 'gold', 'gold', 'jangan', 'campur', 'burikk', 'sudah', 'rekomen']","['benar_jangan', 'burikk_sudah', 'buruk_musuh', 'campur_burikk', 'gold_gold', 'gold_jangan', 'jangan_buruk', 'jangan_campur', 'khusus_gold', 'musuh_benar', 'musuh_ngotak', 'ngotak_skill', 'satu_khusus', 'skill_satu', 'sudah_rekomen']"
"['draft', 'mu', 'nyatuin', 'bot', 'trs', 'nob', 'stres', 'mantan', 'gm', 'kecewa', 'pngen']","['bot_trs', 'draft_mu', 'gm_kecewa', 'kecewa_pngen', 'mantan_gm', 'mu_nyatuin', 'nob_stres', 'nyatuin_bot', 'stres_mantan', 'trs_nob']"
"['bagus', 'sampai', 'papa', 'adik', 'pokok', 'bagus', 'bintang']","['adik_pokok', 'bagus_bintang', 'bagus_sampai', 'papa_adik', 'pokok_bagus', 'sampai_papa']"
"['pisahin', 'ph', 'server', 'lain', 'isi', 'troll', 'egois', 'semua', 'separty', 'cari', 'untung', 'sendiri', 'gapeduli', 'sudah', 'gaada', 'uba', 'nyoba', 'maksa', 'rebut', 'sesuai', 'afk', 'dll', 'konyol', 'ngetroll', 'egois', 'mvp', 'sementara', 'pontang', 'panting', 'deffend', 'tower', 'sana', 'kena', 'penalty', 'kurang', 'brengsek', 'ha']","['afk_dll', 'brengsek_ha', 'cari_untung', 'deffend_tower', 'dll_konyol', 'egois_mvp', 'egois_semua', 'gaada_uba', 'gapeduli_sudah', 'isi_troll', 'kena_penalty', 'konyol_ngetroll', 'kurang_brengsek', 'lain_isi', 'maksa_rebut', 'mvp_sementara', 'ngetroll_egois', 'nyoba_maksa', 'panting_deffend', 'penalty_kurang', 'ph_server', 'pisahin_ph', 'pontang_panting', 'rebut_sesuai', 'sana_kena', 'sementara_pontang', 'semua_separty', 'sendiri_gapeduli', 'separty_cari', 'server_lain', 'sesuai_afk', 'sudah_gaada', 'tower_sana', 'troll_egois', 'uba_nyoba', 'untung_sendiri']"
"['keren', 'banget', 'cok']","['banget_cok', 'keren_banget']"
['keren'],[]
"['naik', 'turun', 'duit', 'tolong', 'ndak', 'paham', 'tolong', 'jangan', 'hapus', 'dua', 'lipat', 'no', 'oking', 'dua', 'lipat', 'kisah', 'juang']","['dua_lipat', 'duit_tolong', 'hapus_dua', 'jangan_hapus', 'kisah_juang', 'lipat_kisah', 'lipat_no', 'naik_turun', 'ndak_paham', 'no_oking', 'oking_dua', 'paham_tolong', 'tolong_jangan', 'tolong_ndak', 'turun_duit']"
"['cacat', 'curi', 'sekarang', 'legal']","['cacat_curi', 'curi_sekarang', 'sekarang_legal']"
"['bagus', 'banget']",['bagus_banget']
"['bagus', 'banget']",['bagus_banget']
"['frame', 'parah', 'sekarang', 'tambah', 'sinyal', 'jumping']","['frame_parah', 'parah_sekarang', 'sekarang_tambah', 'sinyal_jumping', 'tambah_sinyal']"
"['pensi', 'musuh', 'bot']","['musuh_bot', 'pensi_musuh']"
"['asik', 'baru', 'donlowad', 'langsung', 'ulas', 'moga', 'hemat', 'kuota', 'beri', 'musuh', 'adil']","['asik_baru', 'baru_donlowad', 'beri_musuh', 'donlowad_langsung', 'hemat_kuota', 'kuota_beri', 'langsung_ulas', 'moga_hemat', 'musuh_adil', 'ulas_moga']"
"['tolol', 'make', 'bukan', 'line', 'ngak', 'anggap', 'pelanggaan', 'report', 'stuck', 'blank']","['anggap_pelanggaan', 'bukan_line', 'line_ngak', 'make_bukan', 'ngak_anggap', 'pelanggaan_report', 'report_stuck', 'stuck_blank', 'tolol_make']"
"['overall', 'good', 'but', 'camera', 'too', 'close']","['but_camera', 'camera_too', 'good_but', 'overall_good', 'too_close']"
"['aneh', 'nulis', 'pocong', 'hunter', 'ketemu', 'buruk', 'bahkan', 'lebih', 'buruk', 'ff']","['aneh_nulis', 'bahkan_lebih', 'buruk_bahkan', 'buruk_ff', 'hunter_ketemu', 'ketemu_buruk', 'lebih_buruk', 'nulis_pocong', 'pocong_hunter']"
"['suka', 'banget', 'seru', 'asyik', 'banyak', 'suka']","['asyik_banyak', 'banget_seru', 'banyak_suka', 'seru_asyik', 'suka_banget']"
"['fps', 'naik', 'tibatiba', 'momen', 'krusial', 'lain', 'bagus', 'device', 'dukung']","['bagus_device', 'device_dukung', 'fps_naik', 'krusial_lain', 'lain_bagus', 'momen_krusial', 'naik_tibatiba', 'tibatiba_momen']"
['bagus'],[]
"['gameku', 'bintang', 'skin', 'gratis', 'coy', 'mungkin', 'ngonten', 'nanti', 'besar', 'meski', 'ngikutan', 'bagus', 'lebih', 'kualitas', 'neng', 'kadang', 'serlok', 'takparani', 'striker', 'sendiri', 'kelas', 'banget', 'by']","['bagus_lebih', 'banget_by', 'besar_meski', 'bintang_skin', 'coy_mungkin', 'gameku_bintang', 'gratis_coy', 'kadang_serlok', 'kelas_banget', 'kualitas_neng', 'lebih_kualitas', 'meski_ngikutan', 'mungkin_ngonten', 'nanti_besar', 'neng_kadang', 'ngikutan_bagus', 'ngonten_nanti', 'sendiri_kelas', 'serlok_takparani', 'skin_gratis', 'striker_sendiri', 'takparani_striker']"
