userName,content,appVersion,content_clean,tokenized,filtered_tokens,stopwords_removed,stemmed_tokens,slang_replaced,label
Diyono 123,pilih kasih anjg,2.1.18.11201,pilih kasih anjg,"['pilih', 'kasih', 'anjg']","['pilih', 'kasih', 'anjg']","['pilih', 'anjg']","['pilih', 'kasih', 'anjg']","['pilih', 'kasih', 'anjg']",negative
Siddiq Alfiyanto Adjie Wibowo,"padahal sinyal bagus dan hp juga standart buat game, tapi kenapa masih sering lag? akibatnya terhitung afk pada saat rank, merugikan. main game buat nyari senang, tapi malah dibuat stress sama moonton!!!",2.1.18.11201,"padahal sinyal bagus dan hp juga standart buat game, tapi kenapa masih sering lag? akibatnya terhitung afk pada saat rank, merugikan. main game buat nyari senang, tapi malah dibuat stress sama moonton!!!","['padahal', 'sinyal', 'bagus', 'dan', 'hp', 'juga', 'standart', 'buat', 'game', ',', 'tapi', 'kenapa', 'masih', 'sering', 'lag', '?', 'akibatnya', 'terhitung', 'afk', 'pada', 'saat', 'rank', ',', 'merugikan', '.', 'main', 'game', 'buat', 'nyari', 'senang', ',', 'tapi', 'malah', 'dibuat', 'stress', 'sama', 'moonton', '!', '!', '!']","['padahal', 'sinyal', 'bagus', 'dan', 'hp', 'juga', 'standart', 'buat', 'game', 'tapi', 'kenapa', 'masih', 'sering', 'lag', 'akibatnya', 'terhitung', 'afk', 'pada', 'saat', 'rank', 'merugikan', 'main', 'game', 'buat', 'nyari', 'senang', 'tapi', 'malah', 'dibuat', 'stress', 'sama', 'moonton']","['sinyal', 'bagus', 'standart', 'kenapa', 'lag', 'akibat', 'hitung', 'afk', 'rugi', 'nyari', 'senang', 'stres']","['padahal', 'sinyal', 'bagus', 'dan', 'hp', 'juga', 'standart', 'buat', 'game', 'tapi', 'kenapa', 'masih', 'sering', 'lag', 'akibat', 'hitung', 'afk', 'pada', 'saat', 'rank', 'rugi', 'main', 'game', 'buat', 'nyari', 'senang', 'tapi', 'malah', 'buat', 'stress', 'sama', 'moonton']","['padahal', 'sinyal', 'bagus', 'dan', 'hp', 'juga', 'standart', 'buat', 'game', 'tapi', 'kenapa', 'masih', 'sering', 'lag', 'akibat', 'hitung', 'afk', 'pada', 'saat', 'rank', 'rugi', 'main', 'game', 'buat', 'nyari', 'senang', 'tapi', 'malah', 'buat', 'stres', 'sama', 'moonton']",negative
Muhammad ardian,gw kalah Mulu gara gara moonton di kasih yang jago Bae musuh nya malah di gw drack system semua tim nya,2.1.18.11201,gw kalah mulu gara gara moonton di kasih yang jago bae musuh nya malah di gw drack system semua tim nya,"['gw', 'kalah', 'mulu', 'gara', 'gara', 'moonton', 'di', 'kasih', 'yang', 'jago', 'bae', 'musuh', 'nya', 'malah', 'di', 'gw', 'drack', 'system', 'semua', 'tim', 'nya']","['gw', 'kalah', 'mulu', 'gara', 'gara', 'moonton', 'di', 'kasih', 'yang', 'jago', 'bae', 'musuh', 'nya', 'malah', 'di', 'gw', 'drack', 'system', 'semua', 'tim', 'nya']","['kalah', 'gara', 'gara', 'jago', 'bae', 'musuh', 'drack', 'semua']","['gw', 'kalah', 'mulu', 'gara', 'gara', 'moonton', 'di', 'kasih', 'yang', 'jago', 'bae', 'musuh', 'nya', 'malah', 'di', 'gw', 'drack', 'system', 'semua', 'tim', 'nya']","['aku', 'kalah', 'mulu', 'gara', 'gara', 'moonton', 'di', 'kasih', 'yang', 'jago', 'bae', 'musuh', 'nya', 'malah', 'di', 'aku', 'drack', 'sistem', 'semua', 'team', 'nya']",negative
Naga Bonar,game ini tidak adil,2.1.18.11201,game ini tidak adil,"['game', 'ini', 'tidak', 'adil']","['game', 'ini', 'tidak', 'adil']",['adil'],"['game', 'ini', 'tidak', 'adil']","['game', 'ini', 'tidak', 'adil']",positive
Sandy Joko,seru banget,2.1.18.11201,seru banget,"['seru', 'banget']","['seru', 'banget']","['seru', 'banget']","['seru', 'banget']","['seru', 'banget']",positive
Angga Farrass,"game nya bagus,aku suka,buat kalian makanya jgn bot,udh kg bs main di download dongoo",2.1.18.11201,"game nya bagus,aku suka,buat kalian makanya jgn bot,udh kg bs main di download dongoo","['game', 'nya', 'bagus', ',', 'aku', 'suka', ',', 'buat', 'kalian', 'makanya', 'jgn', 'bot', ',', 'udh', 'kg', 'bs', 'main', 'di', 'download', 'dongoo']","['game', 'nya', 'bagus', 'aku', 'suka', 'buat', 'kalian', 'makanya', 'jgn', 'bot', 'udh', 'kg', 'bs', 'main', 'di', 'download', 'dongoo']","['bagus', 'suka', 'makanya', 'jgn', 'bot', 'sudah', 'kg', 'bs', 'dongoo']","['game', 'nya', 'bagus', 'aku', 'suka', 'buat', 'kalian', 'makanya', 'jgn', 'bot', 'udh', 'kg', 'bs', 'main', 'di', 'download', 'dongoo']","['game', 'nya', 'bagus', 'aku', 'suka', 'buat', 'kalian', 'makanya', 'jgn', 'bot', 'sudah', 'kg', 'bs', 'main', 'di', 'download', 'dongoo']",positive
Wija toyiby,"susah banget masuk nya, makin berat game nya",2.1.18.11201,"susah banget masuk nya, makin berat game nya","['susah', 'banget', 'masuk', 'nya', ',', 'makin', 'berat', 'game', 'nya']","['susah', 'banget', 'masuk', 'nya', 'makin', 'berat', 'game', 'nya']","['susah', 'banget', 'masuk', 'makin', 'berat']","['susah', 'banget', 'masuk', 'nya', 'makin', 'berat', 'game', 'nya']","['susah', 'banget', 'masuk', 'nya', 'makin', 'berat', 'game', 'nya']",negative
Violita Anggraeni,kalah menang sudah biasa tapi kalah tanpa progress itu menyebalkan baru kali ini season sekarang mengalami hal ini moonton your drak sistem in game,2.1.18.11201,kalah menang sudah biasa tapi kalah tanpa progress itu menyebalkan baru kali ini season sekarang mengalami hal ini moonton your drak sistem in game,"['kalah', 'menang', 'sudah', 'biasa', 'tapi', 'kalah', 'tanpa', 'progress', 'itu', 'menyebalkan', 'baru', 'kali', 'ini', 'season', 'sekarang', 'mengalami', 'hal', 'ini', 'moonton', 'your', 'drak', 'sistem', 'in', 'game']","['kalah', 'menang', 'sudah', 'biasa', 'tapi', 'kalah', 'tanpa', 'progress', 'itu', 'menyebalkan', 'baru', 'kali', 'ini', 'season', 'sekarang', 'mengalami', 'hal', 'ini', 'moonton', 'your', 'drak', 'sistem', 'in', 'game']","['kalah', 'menang', 'sudah', 'biasa', 'kalah', 'tanpa', 'progress', 'sebal', 'baru', 'season', 'sekarang', 'alami', 'hal', 'your', 'gelap']","['kalah', 'menang', 'sudah', 'biasa', 'tapi', 'kalah', 'tanpa', 'progress', 'itu', 'sebal', 'baru', 'kali', 'ini', 'season', 'sekarang', 'alami', 'hal', 'ini', 'moonton', 'your', 'drak', 'sistem', 'in', 'game']","['kalah', 'menang', 'sudah', 'biasa', 'tapi', 'kalah', 'tanpa', 'progress', 'itu', 'sebal', 'baru', 'kali', 'ini', 'season', 'sekarang', 'alami', 'hal', 'ini', 'moonton', 'your', 'gelap', 'sistem', 'in', 'game']",negative
Nailah,saya sangat menyukai game ini,,saya sangat menyukai game ini,"['saya', 'sangat', 'menyukai', 'game', 'ini']","['saya', 'sangat', 'menyukai', 'game', 'ini']",['suka'],"['saya', 'sangat', 'suka', 'game', 'ini']","['aku', 'sangat', 'suka', 'game', 'ini']",positive
Reti Nurbaeti,ML itu seru juga menyenangkan enak dimainin ya aku ingin mau main ML lagi setiap hari ML itu sangat seru banget aku ingin memainkannya setiap hari dengan teman-temanku ML sangat seru seru seru seru seru seru seru banget tidak ada yang lebih seru dari ML itu kita akan memainkan ML saya tuh pakai Hero Hero apa ya Sonia Hero sun aku pakai Hero sun ya guys jadi kita harus memainkan ML setiap hari tidak usah 🏫 ya teman-teman saya nggak ada yang lebih seru lagi main hujan-hujanan dimarahin Tuhan .,2.1.18.11201,ml itu seru juga menyenangkan enak dimainin ya aku ingin mau main ml lagi setiap hari ml itu sangat seru banget aku ingin memainkannya setiap hari dengan teman-temanku ml sangat seru seru seru seru seru seru seru banget tidak ada yang lebih seru dari ml itu kita akan memainkan ml saya tuh pakai hero hero apa ya sonia hero sun aku pakai hero sun ya guys jadi kita harus memainkan ml setiap hari tidak usah 🏫 ya teman-teman saya nggak ada yang lebih seru lagi main hujan-hujanan dimarahin tuhan .,"['ml', 'itu', 'seru', 'juga', 'menyenangkan', 'enak', 'dimainin', 'ya', 'aku', 'ingin', 'mau', 'main', 'ml', 'lagi', 'setiap', 'hari', 'ml', 'itu', 'sangat', 'seru', 'banget', 'aku', 'ingin', 'memainkannya', 'setiap', 'hari', 'dengan', 'teman-temanku', 'ml', 'sangat', 'seru', 'seru', 'seru', 'seru', 'seru', 'seru', 'seru', 'banget', 'tidak', 'ada', 'yang', 'lebih', 'seru', 'dari', 'ml', 'itu', 'kita', 'akan', 'memainkan', 'ml', 'saya', 'tuh', 'pakai', 'hero', 'hero', 'apa', 'ya', 'sonia', 'hero', 'sun', 'aku', 'pakai', 'hero', 'sun', 'ya', 'guys', 'jadi', 'kita', 'harus', 'memainkan', 'ml', 'setiap', 'hari', 'tidak', 'usah', '🏫', 'ya', 'teman-teman', 'saya', 'nggak', 'ada', 'yang', 'lebih', 'seru', 'lagi', 'main', 'hujan-hujanan', 'dimarahin', 'tuhan', '.']","['ml', 'itu', 'seru', 'juga', 'menyenangkan', 'enak', 'dimainin', 'ya', 'aku', 'ingin', 'mau', 'main', 'ml', 'lagi', 'setiap', 'hari', 'ml', 'itu', 'sangat', 'seru', 'banget', 'aku', 'ingin', 'memainkannya', 'setiap', 'hari', 'dengan', 'temantemanku', 'ml', 'sangat', 'seru', 'seru', 'seru', 'seru', 'seru', 'seru', 'seru', 'banget', 'tidak', 'ada', 'yang', 'lebih', 'seru', 'dari', 'ml', 'itu', 'kita', 'akan', 'memainkan', 'ml', 'saya', 'tuh', 'pakai', 'hero', 'hero', 'apa', 'ya', 'sonia', 'hero', 'sun', 'aku', 'pakai', 'hero', 'sun', 'ya', 'guys', 'jadi', 'kita', 'harus', 'memainkan', 'ml', 'setiap', 'hari', 'tidak', 'usah', 'ya', 'temanteman', 'saya', 'nggak', 'ada', 'yang', 'lebih', 'seru', 'lagi', 'main', 'hujanhujanan', 'dimarahin', 'tuhan']","['seru', 'senang', 'enak', 'dimainin', 'seru', 'banget', 'teman', 'seru', 'seru', 'seru', 'seru', 'seru', 'seru', 'seru', 'banget', 'lebih', 'seru', 'sonia', 'sun', 'sun', 'guys', 'usah', 'teman', 'lebih', 'seru', 'hujanhujanan', 'dimarahin', 'tuhan']","['ml', 'itu', 'seru', 'juga', 'senang', 'enak', 'dimainin', 'ya', 'aku', 'ingin', 'mau', 'main', 'ml', 'lagi', 'tiap', 'hari', 'ml', 'itu', 'sangat', 'seru', 'banget', 'aku', 'ingin', 'main', 'tiap', 'hari', 'dengan', 'temantemanku', 'ml', 'sangat', 'seru', 'seru', 'seru', 'seru', 'seru', 'seru', 'seru', 'banget', 'tidak', 'ada', 'yang', 'lebih', 'seru', 'dari', 'ml', 'itu', 'kita', 'akan', 'main', 'ml', 'saya', 'tuh', 'pakai', 'hero', 'hero', 'apa', 'ya', 'sonia', 'hero', 'sun', 'aku', 'pakai', 'hero', 'sun', 'ya', 'guys', 'jadi', 'kita', 'harus', 'main', 'ml', 'tiap', 'hari', 'tidak', 'usah', 'ya', 'temanteman', 'saya', 'nggak', 'ada', 'yang', 'lebih', 'seru', 'lagi', 'main', 'hujanhujanan', 'dimarahin', 'tuhan']","['ml', 'itu', 'seru', 'juga', 'senang', 'enak', 'dimainin', 'ya', 'aku', 'ingin', 'mau', 'main', 'ml', 'lagi', 'tiap', 'hari', 'ml', 'itu', 'sangat', 'seru', 'banget', 'aku', 'ingin', 'main', 'tiap', 'hari', 'dengan', 'teman', 'ml', 'sangat', 'seru', 'seru', 'seru', 'seru', 'seru', 'seru', 'seru', 'banget', 'tidak', 'ada', 'yang', 'lebih', 'seru', 'dari', 'ml', 'itu', 'kita', 'akan', 'main', 'ml', 'aku', 'tuh', 'pakai', 'hero', 'hero', 'apa', 'ya', 'sonia', 'hero', 'sun', 'aku', 'pakai', 'hero', 'sun', 'ya', 'guys', 'jadi', 'kita', 'harus', 'main', 'ml', 'tiap', 'hari', 'tidak', 'usah', 'ya', 'teman', 'aku', 'tidak', 'ada', 'yang', 'lebih', 'seru', 'lagi', 'main', 'hujanhujanan', 'dimarahin', 'tuhan']",positive
ERWIN SATRIA,game kont0l,2.1.18.11201,game kont0l,"['game', 'kont0l']","['game', 'kontl']",['kontl'],"['game', 'kontl']","['game', 'kontl']",negative
Ayaa,"game cuma fokus ke event tanpa ada pengoptimalan dan juga perubahan sistem, UI cacat yg beneran hanya fokus penjualan merchandise sama event kikir",2.1.18.11201,"game cuma fokus ke event tanpa ada pengoptimalan dan juga perubahan sistem, ui cacat yg beneran hanya fokus penjualan merchandise sama event kikir","['game', 'cuma', 'fokus', 'ke', 'event', 'tanpa', 'ada', 'pengoptimalan', 'dan', 'juga', 'perubahan', 'sistem', ',', 'ui', 'cacat', 'yg', 'beneran', 'hanya', 'fokus', 'penjualan', 'merchandise', 'sama', 'event', 'kikir']","['game', 'cuma', 'fokus', 'ke', 'event', 'tanpa', 'ada', 'pengoptimalan', 'dan', 'juga', 'perubahan', 'sistem', 'ui', 'cacat', 'yg', 'beneran', 'hanya', 'fokus', 'penjualan', 'merchandise', 'sama', 'event', 'kikir']","['cuma', 'fokus', 'event', 'tanpa', 'optimal', 'ubah', 'ui', 'cacat', 'serius', 'fokus', 'jual', 'merchandise', 'event', 'kikir']","['game', 'cuma', 'fokus', 'ke', 'event', 'tanpa', 'ada', 'optimal', 'dan', 'juga', 'ubah', 'sistem', 'ui', 'cacat', 'yg', 'beneran', 'hanya', 'fokus', 'jual', 'merchandise', 'sama', 'event', 'kikir']","['game', 'cuma', 'fokus', 'ke', 'event', 'tanpa', 'ada', 'optimal', 'dan', 'juga', 'ubah', 'sistem', 'ui', 'cacat', 'yang', 'serius', 'hanya', 'fokus', 'jual', 'merchandise', 'sama', 'event', 'kikir']",negative
Robby Orlando,apa lah stuck 30% mulu gw perbaiki lah orang2 jg sama kek nya loh,2.1.18.11201,apa lah stuck 30% mulu gw perbaiki lah orang2 jg sama kek nya loh,"['apa', 'lah', 'stuck', '30', '%', 'mulu', 'gw', 'perbaiki', 'lah', 'orang2', 'jg', 'sama', 'kek', 'nya', 'loh']","['apa', 'lah', 'stuck', 'mulu', 'gw', 'perbaiki', 'lah', 'orang', 'jg', 'sama', 'kek', 'nya', 'loh']","['stuck', 'baik', 'jg']","['apa', 'lah', 'stuck', 'mulu', 'gw', 'baik', 'lah', 'orang', 'jg', 'sama', 'kek', 'nya', 'loh']","['apa', 'lah', 'stuck', 'mulu', 'aku', 'baik', 'lah', 'orang', 'jg', 'sama', 'seperti', 'nya', 'loh']",neutral
Aldous butarbutar,gem ngga guna ngga pernah ngasih tim yg bangus,2.1.18.11201,gem ngga guna ngga pernah ngasih tim yg bangus,"['gem', 'ngga', 'guna', 'ngga', 'pernah', 'ngasih', 'tim', 'yg', 'bangus']","['gem', 'ngga', 'guna', 'ngga', 'pernah', 'ngasih', 'tim', 'yg', 'bangus']","['ngga', 'guna', 'ngga', 'pernah', 'beri', 'bangus']","['gem', 'ngga', 'guna', 'ngga', 'pernah', 'ngasih', 'tim', 'yg', 'bangus']","['game', 'ngga', 'guna', 'ngga', 'pernah', 'beri', 'team', 'yang', 'bangus']",negative
Riski Anugrah,sinyal gua bagus malah ga bisa gerak ngentod lu niat buat game ga sih,2.1.18.11201,sinyal gua bagus malah ga bisa gerak ngentod lu niat buat game ga sih,"['sinyal', 'gua', 'bagus', 'malah', 'ga', 'bisa', 'gerak', 'ngentod', 'lu', 'niat', 'buat', 'game', 'ga', 'sih']","['sinyal', 'gua', 'bagus', 'malah', 'ga', 'bisa', 'gerak', 'ngentod', 'lu', 'niat', 'buat', 'game', 'ga', 'sih']","['sinyal', 'bagus', 'gerak', 'ngentod', 'niat']","['sinyal', 'gua', 'bagus', 'malah', 'ga', 'bisa', 'gerak', 'ngentod', 'lu', 'niat', 'buat', 'game', 'ga', 'sih']","['sinyal', 'aku', 'bagus', 'malah', 'tidak', 'bisa', 'gerak', 'ngentod', 'kamu', 'niat', 'buat', 'game', 'tidak', 'sih']",negative
Teare Moana,game nya seru tapi banyak sekali dark sytem ketika saya 1 bintang lagi naik ke legen malah di kasih tim poke sama musuh nya top global-penjoki,2.1.18.11201,game nya seru tapi banyak sekali dark sytem ketika saya 1 bintang lagi naik ke legen malah di kasih tim poke sama musuh nya top global-penjoki,"['game', 'nya', 'seru', 'tapi', 'banyak', 'sekali', 'dark', 'sytem', 'ketika', 'saya', '1', 'bintang', 'lagi', 'naik', 'ke', 'legen', 'malah', 'di', 'kasih', 'tim', 'poke', 'sama', 'musuh', 'nya', 'top', 'global-penjoki']","['game', 'nya', 'seru', 'tapi', 'banyak', 'sekali', 'dark', 'sytem', 'ketika', 'saya', 'bintang', 'lagi', 'naik', 'ke', 'legen', 'malah', 'di', 'kasih', 'tim', 'poke', 'sama', 'musuh', 'nya', 'top', 'globalpenjoki']","['seru', 'banyak', 'gelap', 'sytem', 'bintang', 'naik', 'legen', 'poke', 'musuh', 'top', 'globalpenjoki']","['game', 'nya', 'seru', 'tapi', 'banyak', 'sekali', 'dark', 'sytem', 'ketika', 'saya', 'bintang', 'lagi', 'naik', 'ke', 'legen', 'malah', 'di', 'kasih', 'tim', 'poke', 'sama', 'musuh', 'nya', 'top', 'globalpenjoki']","['game', 'nya', 'seru', 'tapi', 'banyak', 'sekali', 'gelap', 'sytem', 'ketika', 'aku', 'bintang', 'lagi', 'naik', 'ke', 'legen', 'malah', 'di', 'kasih', 'team', 'poke', 'sama', 'musuh', 'nya', 'top', 'globalpenjoki']",negative
Jundet Low,jembut,2.1.18.11201,jembut,['jembut'],['jembut'],['jembut'],['jembut'],['jembut'],negative
Awal Udin,MONTOON ANJINGGG,2.1.18.11201,montoon anjinggg,"['montoon', 'anjinggg']","['montoon', 'anjing']",['anjing'],"['montoon', 'anjing']","['moonton', 'anjing']",negative
Rizki Nugraha,"kebanyakan update sinyal server ga ke urus, padahal sinyal bagus tapi lag",2.1.18.11201,"kebanyakan update sinyal server ga ke urus, padahal sinyal bagus tapi lag","['kebanyakan', 'update', 'sinyal', 'server', 'ga', 'ke', 'urus', ',', 'padahal', 'sinyal', 'bagus', 'tapi', 'lag']","['kebanyakan', 'update', 'sinyal', 'server', 'ga', 'ke', 'urus', 'padahal', 'sinyal', 'bagus', 'tapi', 'lag']","['banyak', 'update', 'sinyal', 'server', 'urus', 'sinyal', 'bagus', 'lag']","['banyak', 'update', 'sinyal', 'server', 'ga', 'ke', 'urus', 'padahal', 'sinyal', 'bagus', 'tapi', 'lag']","['banyak', 'update', 'sinyal', 'server', 'tidak', 'ke', 'urus', 'padahal', 'sinyal', 'bagus', 'tapi', 'lag']",neutral
Atikaazahrarafifa Tika,baguss,2.1.18.11201,baguss,['baguss'],['baguss'],['bagus'],['baguss'],['bagus'],positive
Wk Wkwk,"game yang sangat bagus sekali walaupun sering ngelag+ketemu tim dark sistem di situlah saya belajar toxic dari game ini, makasih buat developer game ini, makanya kasih gua dm 5000000000000 yah sama"" hanya ini yang bisa saya sampaikan assalamu'alaikum warahmatullahi wabarakatuh 😇🙏😘",2.1.18.11201,"game yang sangat bagus sekali walaupun sering ngelag+ketemu tim dark sistem di situlah saya belajar toxic dari game ini, makasih buat developer game ini, makanya kasih gua dm 5000000000000 yah sama"" hanya ini yang bisa saya sampaikan assalamu'alaikum warahmatullahi wabarakatuh 😇🙏😘","['game', 'yang', 'sangat', 'bagus', 'sekali', 'walaupun', 'sering', 'ngelag+ketemu', 'tim', 'dark', 'sistem', 'di', 'situlah', 'saya', 'belajar', 'toxic', 'dari', 'game', 'ini', ',', 'makasih', 'buat', 'developer', 'game', 'ini', ',', 'makanya', 'kasih', 'gua', 'dm', '5000000000000', 'yah', 'sama', ""''"", 'hanya', 'ini', 'yang', 'bisa', 'saya', 'sampaikan', ""assalamu'alaikum"", 'warahmatullahi', 'wabarakatuh', '😇🙏😘']","['game', 'yang', 'sangat', 'bagus', 'sekali', 'walaupun', 'sering', 'ngelagketemu', 'tim', 'dark', 'sistem', 'di', 'situlah', 'saya', 'belajar', 'toxic', 'dari', 'game', 'ini', 'makasih', 'buat', 'developer', 'game', 'ini', 'makanya', 'kasih', 'gua', 'dm', 'yah', 'sama', 'hanya', 'ini', 'yang', 'bisa', 'saya', 'sampaikan', 'assalamualaikum', 'warahmatullahi', 'wabarakatuh']","['bagus', 'walaupun', 'ngelagketemu', 'gelap', 'situ', 'ajar', 'toxic', 'terimakasih', 'developer', 'makanya', 'dm', 'sampai', 'assalamualaikum', 'warahmatullahi', 'wabarakatuh']","['game', 'yang', 'sangat', 'bagus', 'sekali', 'walaupun', 'sering', 'ngelagketemu', 'tim', 'dark', 'sistem', 'di', 'situ', 'saya', 'ajar', 'toxic', 'dari', 'game', 'ini', 'makasih', 'buat', 'developer', 'game', 'ini', 'makanya', 'kasih', 'gua', 'dm', 'yah', 'sama', 'hanya', 'ini', 'yang', 'bisa', 'saya', 'sampai', 'assalamualaikum', 'warahmatullahi', 'wabarakatuh']","['game', 'yang', 'sangat', 'bagus', 'sekali', 'walaupun', 'sering', 'ngelagketemu', 'team', 'gelap', 'sistem', 'di', 'situ', 'aku', 'ajar', 'toxic', 'dari', 'game', 'ini', 'terimakasih', 'buat', 'developer', 'game', 'ini', 'makanya', 'kasih', 'aku', 'dm', 'yah', 'sama', 'hanya', 'ini', 'yang', 'bisa', 'aku', 'sampai', 'assalamualaikum', 'warahmatullahi', 'wabarakatuh']",positive
Alqaidayostin,gamenya si seru tp knpa beberapa hari ini jaringannya parah bgt pdhl jaringan saya bagus tp giliran main ml langsung parah bgt pdhl sebelumnya gprnh saya bermasalah soal jaringan klo lg main ml,,gamenya si seru tp knpa beberapa hari ini jaringannya parah bgt pdhl jaringan saya bagus tp giliran main ml langsung parah bgt pdhl sebelumnya gprnh saya bermasalah soal jaringan klo lg main ml,"['gamenya', 'si', 'seru', 'tp', 'knpa', 'beberapa', 'hari', 'ini', 'jaringannya', 'parah', 'bgt', 'pdhl', 'jaringan', 'saya', 'bagus', 'tp', 'giliran', 'main', 'ml', 'langsung', 'parah', 'bgt', 'pdhl', 'sebelumnya', 'gprnh', 'saya', 'bermasalah', 'soal', 'jaringan', 'klo', 'lg', 'main', 'ml']","['gamenya', 'si', 'seru', 'tp', 'knpa', 'beberapa', 'hari', 'ini', 'jaringannya', 'parah', 'bgt', 'pdhl', 'jaringan', 'saya', 'bagus', 'tp', 'giliran', 'main', 'ml', 'langsung', 'parah', 'bgt', 'pdhl', 'sebelumnya', 'gprnh', 'saya', 'bermasalah', 'soal', 'jaringan', 'klo', 'lg', 'main', 'ml']","['seru', 'knpa', 'beberapa', 'parah', 'banget', 'pdhl', 'bagus', 'langsung', 'parah', 'banget', 'pdhl', 'belum', 'gprnh', 'masalah', 'lg']","['gamenya', 'si', 'seru', 'tp', 'knpa', 'beberapa', 'hari', 'ini', 'jaring', 'parah', 'bgt', 'pdhl', 'jaring', 'saya', 'bagus', 'tp', 'gilir', 'main', 'ml', 'langsung', 'parah', 'bgt', 'pdhl', 'belum', 'gprnh', 'saya', 'masalah', 'soal', 'jaring', 'klo', 'lg', 'main', 'ml']","['game', 'si', 'seru', 'tapi', 'knpa', 'beberapa', 'hari', 'ini', 'jaring', 'parah', 'banget', 'pdhl', 'jaring', 'aku', 'bagus', 'tapi', 'gilir', 'main', 'ml', 'langsung', 'parah', 'banget', 'pdhl', 'belum', 'gprnh', 'aku', 'masalah', 'soal', 'jaring', 'kalau', 'lg', 'main', 'ml']",negative
Akun Terakhir,Sangat tidak di rekomendasi untuk main solo ya 🗿ton kurangi dark sistem 🗿,,sangat tidak di rekomendasi untuk main solo ya 🗿ton kurangi dark sistem 🗿,"['sangat', 'tidak', 'di', 'rekomendasi', 'untuk', 'main', 'solo', 'ya', '🗿ton', 'kurangi', 'dark', 'sistem', '🗿']","['sangat', 'tidak', 'di', 'rekomendasi', 'untuk', 'main', 'solo', 'ya', 'ton', 'kurangi', 'dark', 'sistem']","['rekomendasi', 'ton', 'kurang', 'gelap']","['sangat', 'tidak', 'di', 'rekomendasi', 'untuk', 'main', 'solo', 'ya', 'ton', 'kurang', 'dark', 'sistem']","['sangat', 'tidak', 'di', 'rekomendasi', 'untuk', 'main', 'solo', 'ya', 'ton', 'kurang', 'gelap', 'sistem']",neutral
